reviewerID,asin,overall,reviewTime,unixReviewTime,timestamp,reviewText,summary,verified
A000981S,B0001066,4.0,"01 17, 2024",1705464000,2024-01-17,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A000982M,B0001195,4.0,"01 17, 2024",1705464000,2024-01-17,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A002317M,B0001035,3.0,"01 17, 2024",1705464000,2024-01-17,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A001322L,B0001061,4.0,"01 17, 2024",1705464000,2024-01-17,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000494D,B0001002,4.0,"01 17, 2024",1705464000,2024-01-17,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A001379K,B0001003,4.0,"01 17, 2024",1705464000,2024-01-17,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A001097W,B0001014,4.0,"01 17, 2024",1705464000,2024-01-17,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001173B,B0001050,1.0,"01 17, 2024",1705464000,2024-01-17,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A000626L,B0001157,5.0,"01 17, 2024",1705464000,2024-01-17,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002163H,B0001102,4.0,"01 17, 2024",1705464000,2024-01-17,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A000985W,B0001104,5.0,"01 17, 2024",1705464000,2024-01-17,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A000346D,B0001050,4.0,"01 17, 2024",1705464000,2024-01-17,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000396X,B0001011,5.0,"01 17, 2024",1705464000,2024-01-17,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000237A,B0001021,4.0,"01 17, 2024",1705464000,2024-01-17,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000467F,B0001242,4.0,"01 17, 2024",1705464000,2024-01-17,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002575P,B0001018,4.0,"01 17, 2024",1705464000,2024-01-17,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,False
A000297K,B0001053,2.0,"01 17, 2024",1705464000,2024-01-17,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A001658T,B0001196,5.0,"01 17, 2024",1705464000,2024-01-17,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002113L,B0001007,2.0,"01 17, 2024",1705464000,2024-01-17,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A001538D,B0001079,3.0,"01 17, 2024",1705464000,2024-01-17,"Decent product for the cost, but has a few minor design quirks.",Average experience,False
A000156B,B0001023,5.0,"01 17, 2024",1705464000,2024-01-17,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A001209K,B0001032,1.0,"01 17, 2024",1705464000,2024-01-17,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A001135R,B0001139,5.0,"01 17, 2024",1705464000,2024-01-17,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A002967X,B0001141,4.0,"01 17, 2024",1705464000,2024-01-17,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002281A,B0001065,4.0,"01 17, 2024",1705464000,2024-01-17,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001038R,B0001055,2.0,"01 17, 2024",1705464000,2024-01-17,Not satisfied with the durability. Stopped functioning as expected.,Could be better,False
A001143B,B0001158,3.0,"01 18, 2024",1705550400,2024-01-18,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A002674U,B0001048,3.0,"01 18, 2024",1705550400,2024-01-18,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A000777K,B0001048,4.0,"01 18, 2024",1705550400,2024-01-18,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A002209S,B0001249,5.0,"01 18, 2024",1705550400,2024-01-18,Works straight out of the box. Highly recommended for daily use!,Great quality product,False
A001307S,B0001002,2.0,"01 18, 2024",1705550400,2024-01-18,Customer support was slow and the product felt flimsy.,Could be better,True
A002636Y,B0001068,5.0,"01 18, 2024",1705550400,2024-01-18,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A001367K,B0001062,4.0,"01 18, 2024",1705550400,2024-01-18,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A000304D,B0001137,4.0,"01 18, 2024",1705550400,2024-01-18,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,False
A001921M,B0001203,4.0,"01 18, 2024",1705550400,2024-01-18,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A000200J,B0001001,2.0,"01 18, 2024",1705550400,2024-01-18,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A000856D,B0001012,5.0,"01 18, 2024",1705550400,2024-01-18,Fantastic performance and great design. Would definitely purchase again.,Great quality product,False
A000315Q,B0001005,3.0,"01 18, 2024",1705550400,2024-01-18,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A001537Y,B0001036,4.0,"01 18, 2024",1705550400,2024-01-18,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A001825A,B0001020,5.0,"01 18, 2024",1705550400,2024-01-18,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002705L,B0001250,1.0,"01 18, 2024",1705550400,2024-01-18,Customer support was slow and the product felt flimsy.,Could be better,False
A001443W,B0001244,2.0,"01 18, 2024",1705550400,2024-01-18,Customer support was slow and the product felt flimsy.,Could be better,True
A000282L,B0001100,1.0,"01 18, 2024",1705550400,2024-01-18,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A001393M,B0001005,5.0,"01 18, 2024",1705550400,2024-01-18,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A002913Q,B0001091,1.0,"01 18, 2024",1705550400,2024-01-18,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A002754L,B0001032,4.0,"01 18, 2024",1705550400,2024-01-18,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002399D,B0001007,1.0,"01 18, 2024",1705550400,2024-01-18,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A001784A,B0001147,3.0,"01 18, 2024",1705550400,2024-01-18,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A001434R,B0001145,4.0,"01 18, 2024",1705550400,2024-01-18,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A001604A,B0001026,4.0,"01 18, 2024",1705550400,2024-01-18,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000767H,B0001033,5.0,"01 18, 2024",1705550400,2024-01-18,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000325M,B0001003,1.0,"01 18, 2024",1705550400,2024-01-18,Customer support was slow and the product felt flimsy.,Could be better,True
A002822L,B0001043,5.0,"01 18, 2024",1705550400,2024-01-18,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002670F,B0001096,5.0,"01 18, 2024",1705550400,2024-01-18,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A000268Q,B0001036,4.0,"01 18, 2024",1705550400,2024-01-18,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A002029E,B0001032,4.0,"01 19, 2024",1705636800,2024-01-19,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002171Q,B0001136,1.0,"01 19, 2024",1705636800,2024-01-19,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A001164L,B0001022,3.0,"01 19, 2024",1705636800,2024-01-19,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A002713K,B0001094,2.0,"01 19, 2024",1705636800,2024-01-19,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A001634N,B0001009,3.0,"01 19, 2024",1705636800,2024-01-19,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A001634N,B0001006,3.0,"01 19, 2024",1705636800,2024-01-19,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A000399E,B0001076,4.0,"01 19, 2024",1705636800,2024-01-19,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A002018U,B0001202,3.0,"01 19, 2024",1705636800,2024-01-19,"Met my basic expectations. Not premium, but good value overall.",Average experience,False
A000026X,B0001014,3.0,"01 19, 2024",1705636800,2024-01-19,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A002566H,B0001079,5.0,"01 19, 2024",1705636800,2024-01-19,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A001952S,B0001032,3.0,"01 19, 2024",1705636800,2024-01-19,"Decent product for the cost, but has a few minor design quirks.",Average experience,False
A002916P,B0001002,4.0,"01 19, 2024",1705636800,2024-01-19,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A000628L,B0001063,1.0,"01 19, 2024",1705636800,2024-01-19,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A002621M,B0001110,5.0,"01 19, 2024",1705636800,2024-01-19,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002723Q,B0001077,1.0,"01 19, 2024",1705636800,2024-01-19,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A001413B,B0001020,4.0,"01 19, 2024",1705636800,2024-01-19,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A002996P,B0001149,3.0,"01 19, 2024",1705636800,2024-01-19,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A002492U,B0001038,3.0,"01 19, 2024",1705636800,2024-01-19,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A002434F,B0001004,5.0,"01 19, 2024",1705636800,2024-01-19,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002066K,B0001069,1.0,"01 19, 2024",1705636800,2024-01-19,Customer support was slow and the product felt flimsy.,Could be better,True
A000945W,B0001241,5.0,"01 19, 2024",1705636800,2024-01-19,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A000161D,B0001002,5.0,"01 19, 2024",1705636800,2024-01-19,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A002158X,B0001240,5.0,"01 19, 2024",1705636800,2024-01-19,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001725M,B0001003,5.0,"01 19, 2024",1705636800,2024-01-19,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002917D,B0001023,5.0,"01 19, 2024",1705636800,2024-01-19,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002173R,B0001042,4.0,"01 20, 2024",1705723200,2024-01-20,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A000767H,B0001024,4.0,"01 20, 2024",1705723200,2024-01-20,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000965W,B0001046,5.0,"01 20, 2024",1705723200,2024-01-20,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000309G,B0001197,5.0,"01 20, 2024",1705723200,2024-01-20,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000992R,B0001121,2.0,"01 20, 2024",1705723200,2024-01-20,Customer support was slow and the product felt flimsy.,Could be better,True
A000649N,B0001173,3.0,"01 20, 2024",1705723200,2024-01-20,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A002558Y,B0001010,4.0,"01 20, 2024",1705723200,2024-01-20,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002135L,B0001050,4.0,"01 20, 2024",1705723200,2024-01-20,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A002272H,B0001047,3.0,"01 20, 2024",1705723200,2024-01-20,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A001079S,B0001066,5.0,"01 20, 2024",1705723200,2024-01-20,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A000731F,B0001062,5.0,"01 20, 2024",1705723200,2024-01-20,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000971V,B0001002,4.0,"01 20, 2024",1705723200,2024-01-20,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002944X,B0001008,4.0,"01 20, 2024",1705723200,2024-01-20,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A001242M,B0001018,5.0,"01 20, 2024",1705723200,2024-01-20,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001888X,B0001001,4.0,"01 20, 2024",1705723200,2024-01-20,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,False
A001579L,B0001068,4.0,"01 20, 2024",1705723200,2024-01-20,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A002369N,B0001088,5.0,"01 20, 2024",1705723200,2024-01-20,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A000781Y,B0001092,4.0,"01 21, 2024",1705809600,2024-01-21,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A001242M,B0001006,2.0,"01 21, 2024",1705809600,2024-01-21,Customer support was slow and the product felt flimsy.,Could be better,True
A001063C,B0001026,1.0,"01 21, 2024",1705809600,2024-01-21,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A000774E,B0001009,3.0,"01 21, 2024",1705809600,2024-01-21,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A002282Z,B0001027,5.0,"01 21, 2024",1705809600,2024-01-21,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A001125P,B0001062,4.0,"01 21, 2024",1705809600,2024-01-21,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,False
A000511C,B0001016,2.0,"01 21, 2024",1705809600,2024-01-21,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A002520B,B0001155,4.0,"01 21, 2024",1705809600,2024-01-21,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000136D,B0001005,4.0,"01 21, 2024",1705809600,2024-01-21,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A002109V,B0001017,5.0,"01 21, 2024",1705809600,2024-01-21,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A002718B,B0001030,5.0,"01 21, 2024",1705809600,2024-01-21,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001818L,B0001030,4.0,"01 21, 2024",1705809600,2024-01-21,Fantastic performance and great design. Would definitely purchase again.,Great quality product,False
A002281A,B0001034,1.0,"01 21, 2024",1705809600,2024-01-21,Customer support was slow and the product felt flimsy.,Could be better,True
A002310L,B0001204,5.0,"01 21, 2024",1705809600,2024-01-21,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A000031M,B0001131,4.0,"01 21, 2024",1705809600,2024-01-21,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A002493A,B0001042,2.0,"01 21, 2024",1705809600,2024-01-21,Customer support was slow and the product felt flimsy.,Could be better,True
A001673A,B0001013,1.0,"01 21, 2024",1705809600,2024-01-21,Customer support was slow and the product felt flimsy.,Could be better,True
A002153Q,B0001021,4.0,"01 21, 2024",1705809600,2024-01-21,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A001658T,B0001207,5.0,"01 21, 2024",1705809600,2024-01-21,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A002353F,B0001036,3.0,"01 21, 2024",1705809600,2024-01-21,Works as advertised. Average battery life and fair ergonomics.,Average experience,False
A001321Q,B0001058,3.0,"01 21, 2024",1705809600,2024-01-21,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A001505E,B0001145,4.0,"01 21, 2024",1705809600,2024-01-21,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000385A,B0001003,4.0,"01 22, 2024",1705896000,2024-01-22,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000481P,B0001002,4.0,"01 22, 2024",1705896000,2024-01-22,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000753C,B0001244,3.0,"01 22, 2024",1705896000,2024-01-22,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A000544Q,B0001091,3.0,"01 22, 2024",1705896000,2024-01-22,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A002488M,B0001223,4.0,"01 22, 2024",1705896000,2024-01-22,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,False
A001196Q,B0001027,5.0,"01 22, 2024",1705896000,2024-01-22,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A002148A,B0001063,4.0,"01 22, 2024",1705896000,2024-01-22,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A001765G,B0001083,4.0,"01 22, 2024",1705896000,2024-01-22,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000484C,B0001084,5.0,"01 22, 2024",1705896000,2024-01-22,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001906P,B0001178,3.0,"01 22, 2024",1705896000,2024-01-22,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A001661H,B0001017,2.0,"01 22, 2024",1705896000,2024-01-22,Customer support was slow and the product felt flimsy.,Could be better,True
A001811Q,B0001018,1.0,"01 22, 2024",1705896000,2024-01-22,Customer support was slow and the product felt flimsy.,Could be better,True
A000715H,B0001017,4.0,"01 22, 2024",1705896000,2024-01-22,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000671A,B0001107,4.0,"01 22, 2024",1705896000,2024-01-22,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A001430F,B0001018,3.0,"01 22, 2024",1705896000,2024-01-22,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A002852A,B0001139,4.0,"01 22, 2024",1705896000,2024-01-22,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A000283V,B0001019,4.0,"01 22, 2024",1705896000,2024-01-22,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002261F,B0001002,4.0,"01 22, 2024",1705896000,2024-01-22,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002860D,B0001245,4.0,"01 22, 2024",1705896000,2024-01-22,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A001515L,B0001022,5.0,"01 22, 2024",1705896000,2024-01-22,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A000282L,B0001201,4.0,"01 22, 2024",1705896000,2024-01-22,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A000827F,B0001116,4.0,"01 22, 2024",1705896000,2024-01-22,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000720G,B0001002,4.0,"01 22, 2024",1705896000,2024-01-22,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A000630T,B0001117,5.0,"01 22, 2024",1705896000,2024-01-22,Works straight out of the box. Highly recommended for daily use!,Great quality product,False
A000184B,B0001250,3.0,"01 22, 2024",1705896000,2024-01-22,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A001459B,B0001219,4.0,"01 22, 2024",1705896000,2024-01-22,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,False
A001400G,B0001005,1.0,"01 22, 2024",1705896000,2024-01-22,Customer support was slow and the product felt flimsy.,Could be better,True
A000270A,B0001003,4.0,"01 22, 2024",1705896000,2024-01-22,Fantastic performance and great design. Would definitely purchase again.,Great quality product,False
A001907F,B0001005,5.0,"01 22, 2024",1705896000,2024-01-22,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002331D,B0001217,4.0,"01 23, 2024",1705982400,2024-01-23,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A001496N,B0001131,4.0,"01 23, 2024",1705982400,2024-01-23,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000757A,B0001181,3.0,"01 23, 2024",1705982400,2024-01-23,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A000201G,B0001007,5.0,"01 23, 2024",1705982400,2024-01-23,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A001071W,B0001084,5.0,"01 23, 2024",1705982400,2024-01-23,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A002071T,B0001005,2.0,"01 23, 2024",1705982400,2024-01-23,Customer support was slow and the product felt flimsy.,Could be better,True
A002949N,B0001013,4.0,"01 23, 2024",1705982400,2024-01-23,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001650A,B0001016,4.0,"01 23, 2024",1705982400,2024-01-23,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,False
A000046U,B0001079,1.0,"01 23, 2024",1705982400,2024-01-23,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A001357J,B0001156,3.0,"01 23, 2024",1705982400,2024-01-23,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A000326E,B0001224,4.0,"01 23, 2024",1705982400,2024-01-23,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A001954H,B0001038,3.0,"01 23, 2024",1705982400,2024-01-23,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A001354X,B0001077,4.0,"01 23, 2024",1705982400,2024-01-23,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000183J,B0001161,4.0,"01 23, 2024",1705982400,2024-01-23,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002526D,B0001120,3.0,"01 23, 2024",1705982400,2024-01-23,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A000838T,B0001014,5.0,"01 23, 2024",1705982400,2024-01-23,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,False
A000385A,B0001002,5.0,"01 23, 2024",1705982400,2024-01-23,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,False
A002173R,B0001056,1.0,"01 23, 2024",1705982400,2024-01-23,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A001772B,B0001037,4.0,"01 23, 2024",1705982400,2024-01-23,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000989A,B0001238,5.0,"01 23, 2024",1705982400,2024-01-23,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A000420E,B0001011,3.0,"01 23, 2024",1705982400,2024-01-23,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A002027C,B0001002,3.0,"01 23, 2024",1705982400,2024-01-23,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A002068N,B0001127,3.0,"01 23, 2024",1705982400,2024-01-23,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A002056A,B0001095,1.0,"01 23, 2024",1705982400,2024-01-23,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A002387B,B0001010,3.0,"01 23, 2024",1705982400,2024-01-23,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A002276F,B0001064,4.0,"01 23, 2024",1705982400,2024-01-23,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A000009N,B0001036,3.0,"01 23, 2024",1705982400,2024-01-23,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A000550W,B0001015,2.0,"01 23, 2024",1705982400,2024-01-23,Customer support was slow and the product felt flimsy.,Could be better,True
A000354V,B0001076,5.0,"01 24, 2024",1706068800,2024-01-24,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002839G,B0001004,4.0,"01 24, 2024",1706068800,2024-01-24,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A002411P,B0001001,2.0,"01 24, 2024",1706068800,2024-01-24,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,False
A000923L,B0001005,3.0,"01 24, 2024",1706068800,2024-01-24,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A002265F,B0001194,5.0,"01 24, 2024",1706068800,2024-01-24,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002917D,B0001016,4.0,"01 24, 2024",1706068800,2024-01-24,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A002576Y,B0001002,3.0,"01 24, 2024",1706068800,2024-01-24,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A000114X,B0001066,4.0,"01 24, 2024",1706068800,2024-01-24,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A000671A,B0001021,4.0,"01 24, 2024",1706068800,2024-01-24,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A002450K,B0001101,5.0,"01 24, 2024",1706068800,2024-01-24,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A000690X,B0001005,4.0,"01 24, 2024",1706068800,2024-01-24,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A001329S,B0001249,4.0,"01 24, 2024",1706068800,2024-01-24,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A002527F,B0001240,5.0,"01 24, 2024",1706068800,2024-01-24,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A001900T,B0001002,3.0,"01 24, 2024",1706068800,2024-01-24,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A001492G,B0001175,5.0,"01 24, 2024",1706068800,2024-01-24,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000506H,B0001015,3.0,"01 24, 2024",1706068800,2024-01-24,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A002143U,B0001053,5.0,"01 24, 2024",1706068800,2024-01-24,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002143U,B0001011,2.0,"01 24, 2024",1706068800,2024-01-24,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A000058X,B0001026,5.0,"01 24, 2024",1706068800,2024-01-24,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A000176E,B0001003,4.0,"01 24, 2024",1706068800,2024-01-24,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A002716Z,B0001034,3.0,"01 24, 2024",1706068800,2024-01-24,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A002567S,B0001058,4.0,"01 24, 2024",1706068800,2024-01-24,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000667X,B0001106,4.0,"01 24, 2024",1706068800,2024-01-24,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002397T,B0001116,5.0,"01 24, 2024",1706068800,2024-01-24,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,False
A000548X,B0001182,4.0,"01 24, 2024",1706068800,2024-01-24,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000991F,B0001003,5.0,"01 24, 2024",1706068800,2024-01-24,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A001098K,B0001207,3.0,"01 24, 2024",1706068800,2024-01-24,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A000856D,B0001018,5.0,"01 24, 2024",1706068800,2024-01-24,Works straight out of the box. Highly recommended for daily use!,Great quality product,False
A000689B,B0001209,4.0,"01 24, 2024",1706068800,2024-01-24,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A001327G,B0001072,2.0,"01 25, 2024",1706155200,2024-01-25,Customer support was slow and the product felt flimsy.,Could be better,True
A002540W,B0001105,4.0,"01 25, 2024",1706155200,2024-01-25,Fantastic performance and great design. Would definitely purchase again.,Great quality product,False
A001257L,B0001147,4.0,"01 25, 2024",1706155200,2024-01-25,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002567S,B0001174,5.0,"01 25, 2024",1706155200,2024-01-25,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000083K,B0001134,4.0,"01 25, 2024",1706155200,2024-01-25,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000628L,B0001023,4.0,"01 25, 2024",1706155200,2024-01-25,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002913Q,B0001060,4.0,"01 25, 2024",1706155200,2024-01-25,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A002957D,B0001151,5.0,"01 25, 2024",1706155200,2024-01-25,Works straight out of the box. Highly recommended for daily use!,Great quality product,False
A001327G,B0001014,4.0,"01 25, 2024",1706155200,2024-01-25,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
